driver_id,start_time,end_time,start_location,end_location
60,1971-02-17 04:47:07 +0100,1971-02-17 05:13:21 +0100,"43.30726912405035, 32.72494746539542","0.8843469785368541, -79.89829738867657"
61,1997-01-28 04:24:31 +0000,1997-01-28 05:16:15 +0000,"43.05011294183774, -48.821799123542434","-37.782407379129786, 107.96000532468088"
62,1979-05-02 07:02:27 +0100,1979-05-02 08:59:43 +0100,"-48.392480196085856, -26.27919417833087","35.35438977540886, 18.95677945199543"
63,1973-08-08 06:29:18 +0100,1973-08-08 06:40:54 +0100,"-24.403200321835996, -41.839136979088096","42.86866924820822, -4.362591300140281"
64,1983-07-30 08:04:36 +0100,1983-07-30 08:48:11 +0100,"39.802842750628315, -53.138611054595444","-73.79906934821747, 98.72961845120267"
65,2001-03-27 09:19:04 +0100,2001-03-27 10:53:31 +0100,"52.61571588148371, -104.41587721573968","-70.59639588988989, -94.26308606602106"
66,1985-05-14 20:12:59 +0100,1985-05-14 21:01:01 +0100,"25.410461132503485, -66.36916500200265","-74.64576963794688, -53.65581649436787"
67,1997-11-24 10:17:52 +0000,1997-11-24 11:07:51 +0000,"-11.227341771985564, 18.813733756005945","-31.183544910246113, -135.80067027342682"
68,1991-01-03 15:20:22 +0000,1991-01-03 17:15:20 +0000,"-72.04101633029433, -9.566662742726947","-75.50957896587663, -67.97607637618361"
69,2009-06-25 00:49:59 +0100,2009-06-25 00:54:51 +0100,"89.41965611902941, -24.478149511214497","-45.36017392407128, -95.27519637779957"
70,1980-10-17 09:11:12 +0100,1980-10-17 09:48:03 +0100,"-87.5816089572265, -15.960917316610079","54.7775059454888, -90.20650346792222"
71,1992-11-09 23:05:07 +0000,1992-11-10 01:35:02 +0000,"-7.5690800139687155, 31.913181268438365","48.02549299836042, 95.17822977650894"
72,2009-06-26 23:48:16 +0100,2009-06-27 01:51:56 +0100,"49.101423242809716, 133.76703990834113","13.079182513300466, -120.8668831863225"
73,2012-02-01 09:33:29 +0000,2012-02-01 10:39:41 +0000,"-3.8600029299790037, -101.26902102841737","60.01451268844082, -164.93541787882853"
74,2011-02-06 00:14:00 +0000,2011-02-06 00:25:48 +0000,"-62.06384511852028, -16.081349491065396","22.761093667627364, -83.08191672572217"
75,1993-03-26 10:55:38 +0000,1993-03-26 10:58:07 +0000,"-2.27071152188401, 94.8225869916127","0.35213110185681273, -166.62966122912079"
76,1994-05-17 09:58:20 +0100,1994-05-17 12:16:19 +0100,"19.983093590206167, -169.261298334703","27.089057009671095, 149.6900387288577"
77,1970-02-02 11:26:37 +0100,1970-02-02 13:30:45 +0100,"20.96521954592174, -149.07983496590194","-11.473066829790568, -176.77714253166639"
78,1976-08-05 03:09:14 +0100,1976-08-05 03:39:17 +0100,"-45.957242534406575, 149.700969335475","-87.52401422273816, -119.15277689470437"
79,2014-07-19 08:32:12 +0100,2014-07-19 10:14:11 +0100,"-13.042262510817153, 38.350474679347116","79.97223007891674, -98.50016860949513"
80,1981-06-19 04:16:24 +0100,1981-06-19 06:52:40 +0100,"-17.13590401937732, -119.29996649431999","-56.70264211490901, 57.051798918985014"
81,1975-08-18 09:07:05 +0100,1975-08-18 09:53:19 +0100,"-81.31974343753566, 68.34676022315838","39.88005735355401, 115.32258948085433"
82,1977-07-09 19:03:07 +0100,1977-07-09 20:09:19 +0100,"70.5672607628502, -19.316530093156132","88.84073486406908, 176.52446673998077"
83,2005-02-28 03:10:33 +0000,2005-02-28 04:08:17 +0000,"-78.28621997675889, 95.94905850750598","84.25721984905567, 91.83071546617992"
84,1972-01-20 23:33:11 +0000,1972-01-21 01:54:04 +0000,"75.32977050323643, 56.17143557630558","-47.38335702621743, -112.98057622134795"
85,2011-07-13 17:52:09 +0100,2011-07-13 19:20:13 +0100,"-41.98655098876072, 53.012198755859174","-76.36009563481863, 108.27429178027671"
86,1984-08-18 07:13:19 +0100,1984-08-18 08:59:55 +0100,"-30.156944875807433, -109.36841060787141","-60.4458861653016, -32.86809439294416"
87,2002-12-28 16:43:40 +0000,2002-12-28 18:33:54 +0000,"38.640064022102536, 2.7885410509200312","78.10944548447, -18.469071531393013"
88,2008-04-18 17:31:11 +0100,2008-04-18 17:34:57 +0100,"-48.50688867731269, -167.43317603120434","-32.02686843848086, 131.68989422586537"
89,1983-12-25 06:06:51 +0000,1983-12-25 07:30:03 +0000,"-35.84956193703579, 117.55235084353865","40.052641819344444, -178.83226128867597"
90,1984-07-23 17:34:43 +0100,1984-07-23 20:17:26 +0100,"-15.412323640848953, -137.6840192337694","-49.752178903328584, -96.1174817250904"
91,1980-12-23 06:50:18 +0000,1980-12-23 09:32:46 +0000,"21.843171765752274, 29.944453915847248","-0.5904019197749051, 146.8594605177256"
92,1971-05-31 04:56:58 +0100,1971-05-31 05:57:31 +0100,"44.71227770276565, -49.5150447551967","-13.54976958593167, -176.49458095903984"
93,1985-01-01 23:41:19 +0000,1985-01-02 02:18:48 +0000,"49.41281438855043, 19.63555169540956","-57.64935157762994, -170.6664365808408"
94,2007-03-18 16:40:41 +0000,2007-03-18 19:18:39 +0000,"48.51650770763064, 93.79225691123486","-63.85064103635914, -85.62010701355742"
95,1973-10-30 08:29:18 +0000,1973-10-30 10:14:18 +0000,"81.38410898350443, 42.208963011641515","40.05341274100937, -41.27541630962352"
96,2002-03-31 00:01:07 +0000,2002-03-31 00:59:56 +0000,"-7.793993356727512, 179.85413226876716","45.67842586556765, -44.10527461016562"
97,1994-11-16 17:00:25 +0000,1994-11-16 17:42:03 +0000,"-13.163825320715034, 122.46264265327369","-1.6162321232110486, -27.081324439633562"
98,1994-07-16 19:31:13 +0100,1994-07-16 21:32:24 +0100,"66.35306432667068, -162.63291788862145","-5.496684571325261, -71.4481996375113"
99,1996-12-03 04:08:06 +0000,1996-12-03 05:05:33 +0000,"-8.396405100283602, -95.81900772688721","73.98753616267652, -93.33583623891894"
0,1978-04-21 01:54:22 +0100,1978-04-21 02:27:11 +0100,"64.691243181717, -161.28855311061906","-77.87900184886271, 9.492649977096647"
1,1983-01-17 00:11:01 +0000,1983-01-17 00:47:25 +0000,"-20.926137110649833, 102.60599428940964","-60.2317917434829, -50.95387318389649"
2,1980-05-20 23:36:24 +0100,1980-05-21 02:03:03 +0100,"-74.4507557730077, -40.20207761650667","-72.1076056192159, -42.11420761937205"
3,1996-11-27 21:17:27 +0000,1996-11-27 21:32:36 +0000,"38.62189425746766, -102.77837545545515","-85.5929403254888, 119.71175202691313"
4,1991-07-20 06:42:10 +0100,1991-07-20 08:26:40 +0100,"-3.809786991966746, -50.94316910481379","-32.7145827145528, 3.1497960625257804"
5,2005-04-06 10:55:06 +0100,2005-04-06 11:49:50 +0100,"14.881494331715146, 23.121504602753333","-57.97983151314627, 66.9266180728255"
6,1974-05-02 18:14:44 +0100,1974-05-02 18:47:47 +0100,"-73.71253928365186, -35.2193115601257","-22.862160563431246, -174.33406238358907"
7,1973-05-14 23:05:57 +0100,1973-05-14 23:41:16 +0100,"-61.6679798871723, -144.7034534705179","51.796033329881254, -93.56802078011079"
8,2006-10-13 08:52:11 +0100,2006-10-13 10:39:49 +0100,"37.5731569380782, -78.91857209526538","41.62580210993775, -136.777240612708"
9,2004-02-09 11:45:28 +0000,2004-02-09 11:57:22 +0000,"-8.000277307924591, 82.11047374369105","-52.69871855482553, -166.65887892962346"
10,1994-01-28 06:47:11 +0000,1994-01-28 06:48:04 +0000,"4.395606137935744, -80.6979431836567","-82.46973942265072, 56.091430745573575"
11,1982-06-19 08:04:11 +0100,1982-06-19 09:19:22 +0100,"-24.603119913013742, -169.03223649792392","61.70504086594656, 29.847842482633496"
12,2012-08-23 04:32:22 +0100,2012-08-23 05:42:25 +0100,"-35.22650151689591, -75.71204974706107","54.00166886945871, -52.34925917586983"
13,2000-02-16 08:00:55 +0000,2000-02-16 08:24:32 +0000,"32.142971447592785, 134.61263623209157","19.54457433142383, -13.213711473736282"
14,1977-05-23 02:10:23 +0100,1977-05-23 04:04:42 +0100,"6.092294550641682, 136.1510009414646","55.9664848552907, 51.332547665063345"
15,1978-01-21 11:27:09 +0000,1978-01-21 12:34:11 +0000,"-9.002670109678562, 40.94098486683572","43.11529754336459, 119.4000457910746"
16,1992-07-27 23:33:53 +0100,1992-07-28 00:45:35 +0100,"74.92179646375828, -135.2537937578877","36.806618523878115, -28.204949908481865"
17,1970-03-05 19:29:24 +0100,1970-03-05 19:31:05 +0100,"39.09617362427153, 57.5766769832486","44.019985838207646, -127.43588164133351"
18,1978-12-19 20:59:13 +0000,1978-12-19 22:08:26 +0000,"-68.09768014373348, -28.245994486124346","-14.537463591509251, 140.34947272638527"
19,1984-12-13 03:43:40 +0000,1984-12-13 06:20:31 +0000,"80.1681160360605, -89.50763906830065","-28.36627522425463, 52.64413098643411"
20,1973-10-28 03:36:38 +0000,1973-10-28 04:10:32 +0000,"-35.545277978729764, 130.08691705455732","44.43117743531778, 84.2391392159206"
21,1984-06-19 20:58:30 +0100,1984-06-19 21:42:55 +0100,"19.738597581883965, 172.67713161742375","26.241312511804864, -21.441886892289176"
22,1977-12-04 14:07:38 +0000,1977-12-04 16:51:32 +0000,"-29.42063843144382, 138.386151827925","83.92124558473708, 129.0563779571417"
23,2006-12-30 06:31:59 +0000,2006-12-30 06:52:28 +0000,"-47.46538480837613, -96.83350473398168","65.68453939957129, -58.09998217184078"
24,1980-04-06 14:52:31 +0100,1980-04-06 15:21:27 +0100,"69.55853013864649, -113.85373866532909","-2.5414369333714575, 146.26816480888937"
25,2010-12-04 08:58:17 +0000,2010-12-04 09:00:29 +0000,"87.39276342843718, 142.13789450661835","62.655885893704635, 175.8428269301072"
26,1980-03-26 15:01:59 +0100,1980-03-26 16:39:42 +0100,"49.212773833710145, 38.6281123825257","-55.30116415431282, 153.67207449256995"
27,2014-11-01 14:26:07 +0000,2014-11-01 15:29:36 +0000,"-9.402061883584139, -65.27586594134635","-59.56387834321464, -113.88887613768757"
28,1999-04-26 17:22:21 +0100,1999-04-26 17:51:00 +0100,"78.43303184163307, 22.675429832163843","37.33612140184968, -132.81020278605726"
29,1972-03-30 05:17:11 +0100,1972-03-30 07:12:06 +0100,"-46.09714618848603, -100.77976171950458","-54.156993896533905, -68.3553255625084"
30,1975-09-21 16:15:14 +0100,1975-09-21 17:52:23 +0100,"-6.783066838259046, 23.40982611563166","-11.795621860111993, 97.4312470453703"
31,2003-05-24 03:40:55 +0100,2003-05-24 04:09:35 +0100,"-4.164396587580242, -146.135403577801","34.94637090959132, -10.448735746599198"
32,2007-09-13 10:48:12 +0100,2007-09-13 12:08:34 +0100,"74.76435846286012, -48.6190003671897","6.456577227457416, -157.98229866933207"
33,2010-08-10 11:36:53 +0100,2010-08-10 11:43:17 +0100,"55.76580884022977, 70.28370286023747","-61.92219588420748, -106.69648740381126"
34,2007-03-10 16:24:24 +0000,2007-03-10 17:30:12 +0000,"67.1935150830495, 78.26512007620335","40.56838012879979, 68.2603672170271"
35,1981-10-08 20:42:33 +0100,1981-10-08 21:35:24 +0100,"-80.43956174526815, 139.81312983234596","-53.59377271359119, 162.1124411248752"
36,2008-06-12 08:00:41 +0100,2008-06-12 08:40:53 +0100,"-37.74210943385695, 179.3770706694733","80.2738849473973, 26.291065397231876"
37,2015-05-08 16:19:52 +0100,2015-05-08 17:19:46 +0100,"59.75646919178371, -9.792639795460445","57.95942144347731, -140.38839661387925"
38,2010-06-13 13:00:18 +0100,2010-06-13 13:23:14 +0100,"-51.988072577711435, 59.67837651588138","-56.84363873025871, -94.17829584919018"
39,1976-12-19 11:06:50 +0000,1976-12-19 11:20:33 +0000,"29.29040455923017, 55.467280750126776","-58.726831429043145, -51.71579288580537"
40,1976-11-10 15:33:13 +0000,1976-11-10 17:09:35 +0000,"-88.17714803462205, -114.29803505506615","-33.33142589606119, -68.75173006172264"
41,1973-02-23 14:52:29 +0000,1973-02-23 16:47:13 +0000,"-22.44734219314377, 72.52194615690217","74.63694091410468, 95.6194929835616"
42,1988-07-23 07:04:21 +0100,1988-07-23 09:22:02 +0100,"-49.510968946396446, -92.60121666923656","6.47629512127898, -129.48404532678265"
43,2006-10-15 05:34:18 +0100,2006-10-15 06:08:03 +0100,"35.81423417729337, 111.02776008592184","66.29367595067853, -130.33364566528377"
44,2011-06-27 13:20:02 +0100,2011-06-27 14:32:28 +0100,"-32.12720069231696, -160.89955284656287","3.224166920501162, -47.31991431228829"
45,1984-11-05 14:53:11 +0000,1984-11-05 15:56:26 +0000,"2.175559322626299, 129.78759404526096","-19.13725783205342, -130.874444837981"
46,1998-07-14 20:22:05 +0100,1998-07-14 20:51:19 +0100,"38.8806762012874, 114.31873428303663","-59.03179962072511, 152.89607164339577"
47,1973-07-26 08:20:54 +0100,1973-07-26 08:53:37 +0100,"-65.22994298736354, 106.48205683816707","21.345185968073082, 44.62325968830078"
48,1984-03-17 02:53:22 +0000,1984-03-17 05:00:17 +0000,"-28.577464452726204, 133.74259244357177","-50.142418283170954, -57.27117135390748"
49,1990-04-24 03:10:07 +0100,1990-04-24 03:13:48 +0100,"17.414116909424337, 62.24319904756584","33.55496939112389, -145.53626950240516"
50,1995-11-02 19:39:10 +0000,1995-11-02 21:03:27 +0000,"-20.915270745750334, -109.12434756637859","88.70303203435492, 77.55325934422308"
51,1971-10-13 17:46:29 +0100,1971-10-13 19:30:49 +0100,"-71.98725423255297, -82.1873350098095","-75.82563107980323, 150.72823960551915"
52,1987-12-07 23:58:51 +0000,1987-12-08 00:27:29 +0000,"-6.450942718295792, 43.77730177549441","7.63945996021188, -11.926457709039994"
53,2003-10-02 22:30:50 +0100,2003-10-02 23:10:37 +0100,"88.14157094504498, -79.15227251093869","-24.265026301246778, -176.0031409843854"
54,1999-07-22 01:12:37 +0100,1999-07-22 01:42:48 +0100,"67.80346025661956, 33.70080214583078","-65.13323372916027, 148.79522918317298"
55,2007-08-04 01:13:52 +0100,2007-08-04 03:53:03 +0100,"28.717200603340615, 13.45880415965243","-71.49354392645631, -112.18125614591175"
56,2000-09-28 14:57:39 +0100,2000-09-28 17:09:08 +0100,"24.61558196648045, -173.89184422571728","82.94383305263185, 41.902926773096624"
57,1973-05-02 04:51:37 +0100,1973-05-02 07:35:02 +0100,"-87.26318802051779, -65.1465201374077","-78.25623217610166, 177.12193860765876"
58,1998-09-19 10:21:42 +0100,1998-09-19 12:59:33 +0100,"-75.85454629254441, -46.6537474231441","86.33932367305738, -130.6615594610732"
59,2005-12-02 02:02:44 +0000,2005-12-02 04:14:56 +0000,"-37.75650000478446, 150.0224642932082","49.19319210782831, 177.79834257936585"
60,1995-09-04 14:37:44 +0100,1995-09-04 16:03:08 +0100,"-35.27217819660433, 69.15459060320848","-69.73132928959527, -112.41477051292514"
61,1976-11-23 14:52:33 +0000,1976-11-23 15:15:56 +0000,"-62.9783318603957, -147.5237313901117","30.697618838763617, -87.74439590847781"
62,2013-10-10 05:31:51 +0100,2013-10-10 06:05:27 +0100,"57.69575200513307, -71.71613855834221","40.80684806348364, -159.8699950754148"
63,1994-05-24 13:06:29 +0100,1994-05-24 15:14:55 +0100,"-4.341754677136009, -33.85341875570842","32.82597283014222, 166.9832369862366"
64,1975-01-12 04:22:19 +0000,1975-01-12 05:46:43 +0000,"2.2905476034156322, 47.41100327625682","-71.43910939452067, -125.00575805349636"
65,2009-05-26 02:03:39 +0100,2009-05-26 04:04:00 +0100,"-11.790110603396698, -21.070813698201363","88.76659176300825, 174.9892836982038"
66,2004-03-09 15:32:03 +0000,2004-03-09 18:03:20 +0000,"57.80776449104383, 163.55926764011656","58.64985910915968, -44.907969840563794"
67,1971-06-18 02:02:44 +0100,1971-06-18 04:39:10 +0100,"-49.90036639819845, 165.79843577123802","1.2291552939449417, -16.901860171772142"
68,1985-02-20 00:19:40 +0000,1985-02-20 00:52:36 +0000,"42.887744970383636, -80.47690395975289","-49.77887265512151, 21.077044781530276"
69,2007-06-30 19:56:32 +0100,2007-06-30 22:04:01 +0100,"18.049532931097033, 48.0393437343956","-51.280748745042764, -77.03440248508765"
70,1988-07-14 06:17:03 +0100,1988-07-14 06:17:51 +0100,"2.046422864739796, -132.7910311464791","-83.49979873121625, 24.455392149319152"
71,1996-01-22 16:21:10 +0000,1996-01-22 16:27:49 +0000,"73.30130879304772, -137.97088715172686","62.16560734663102, -145.46995253892976"
72,2014-02-05 04:58:39 +0000,2014-02-05 05:54:42 +0000,"-45.52637401093011, -9.635140995347456","1.5071596378134302, -9.140435181900756"
73,2002-05-13 13:03:12 +0100,2002-05-13 14:26:17 +0100,"-33.04282752431749, 120.63794810131338","-27.309191759059722, -90.1398516207529"
74,1981-02-06 21:28:27 +0000,1981-02-06 23:05:31 +0000,"66.57923704293071, 93.87294303303054","6.168844364796115, 173.94957984669253"
75,2005-08-12 15:17:14 +0100,2005-08-12 16:06:33 +0100,"58.472060014230266, -131.68546177888118","23.168886473447643, 175.86188432892095"
76,2009-05-21 08:23:10 +0100,2009-05-21 09:03:23 +0100,"44.885349829969755, -97.45246573506253","31.139496341752732, 91.41424328446823"
77,2006-07-08 03:21:33 +0100,2006-07-08 05:08:41 +0100,"-27.190132541562093, -47.483043545789144","24.994331560641996, 98.54052507530088"
78,1984-04-13 17:11:38 +0100,1984-04-13 18:53:06 +0100,"82.47194456133363, 160.57634336727716","8.213248667927402, 94.9983430500576"
79,1984-03-24 01:00:26 +0000,1984-03-24 01:21:34 +0000,"-63.08003732841023, 109.9422867427748","-33.05275245562208, 102.43589276215516"
80,1975-03-10 04:43:38 +0000,1975-03-10 05:47:16 +0000,"-35.251859798080574, 132.12686257753194","11.421276652263757, 121.89814649208273"
81,1987-08-15 00:24:32 +0100,1987-08-15 02:35:58 +0100,"42.08449653166974, -58.36062197197603","47.49867319410035, 122.19984980849125"
82,1996-02-21 06:36:16 +0000,1996-02-21 08:57:49 +0000,"-42.9340829547336, -102.45595324743081","-33.87802901639689, 43.284332742228514"
83,2014-07-30 05:09:13 +0100,2014-07-30 05:20:19 +0100,"-14.838995888980222, 15.211420644545996","85.20043936803359, -94.60325726073489"
84,1972-03-09 15:18:52 +0000,1972-03-09 16:17:54 +0000,"-48.53227508170114, -30.749365895594195","-89.88399879297998, 28.80538982120106"
85,1987-10-10 13:40:22 +0100,1987-10-10 16:04:30 +0100,"-12.25986708456216, -103.77070210420742","-86.25863087055706, 72.54537972937547"
86,2009-05-01 03:10:08 +0100,2009-05-01 05:45:41 +0100,"-34.920678066353275, 96.03764394578587","11.312415468095239, 74.33125325436052"
87,1980-01-23 03:40:47 +0000,1980-01-23 05:36:43 +0000,"54.799924742217, -26.33974793472899","-88.01139388687254, -59.67628944639192"
88,1990-12-03 01:08:46 +0000,1990-12-03 02:14:49 +0000,"26.79141029008842, -172.8437085666183","-47.30587984524879, 14.409878979294348"
89,2003-03-03 16:22:24 +0000,2003-03-03 18:21:21 +0000,"-45.19584490455915, -49.94000003713248","16.269748220360896, 2.539243596929424"
90,2001-03-14 10:18:46 +0000,2001-03-14 12:35:50 +0000,"15.868840782772907, 175.78109786203692","80.84992887624233, 97.67707767218832"
91,1986-08-10 04:20:03 +0100,1986-08-10 06:04:58 +0100,"-35.34981310305595, -35.07853614688912","-53.40796311287985, 137.00383074949264"
92,1974-07-24 11:30:18 +0100,1974-07-24 12:37:30 +0100,"-81.6795933490771, -81.79556746528085","-34.92888873678499, 96.84878355938008"
93,1999-10-20 12:34:23 +0100,1999-10-20 15:06:40 +0100,"-68.18664101841443, 4.194093025884001","73.88102917184352, -3.789735388503658"
94,1995-02-19 04:27:07 +0000,1995-02-19 05:33:45 +0000,"27.466072832836687, 60.354904594345385","54.59778051130354, -18.819124966499402"
95,1972-06-07 14:37:43 +0100,1972-06-07 15:18:22 +0100,"66.92476719779168, 173.6527169723733","37.75723238464282, -51.44250299201116"
96,2011-06-24 01:49:59 +0100,2011-06-24 03:36:01 +0100,"-20.18907781600761, -101.85864187196069","-28.202278714705898, -46.05699595268328"
97,1974-07-08 21:49:54 +0100,1974-07-08 22:43:25 +0100,"-44.58063032361807, -105.78239823870165","-22.077497245719684, -135.10319972333454"
98,1971-08-08 04:47:39 +0100,1971-08-08 04:48:07 +0100,"-52.66097064896508, -9.236775723107655","-59.58126152414456, 86.27174842870102"
99,1972-11-05 13:17:06 +0000,1972-11-05 14:17:23 +0000,"-43.78078671149541, 110.59659261778279","51.10450848376726, 20.349845704869267"
0,2001-08-23 23:10:00 +0100,2001-08-24 01:15:32 +0100,"-44.8568904385685, -64.17070688761856","1.3942004477278118, 71.80866992326776"
1,1980-09-03 16:55:20 +0100,1980-09-03 19:24:10 +0100,"74.38614322322866, 31.52450302319309","-2.947077948841283, 148.31352186167118"
2,1986-03-06 07:46:49 +0000,1986-03-06 08:13:10 +0000,"32.94746454542202, -7.400103544113449","-41.13126440280966, 13.175833282908627"
3,1993-06-12 12:37:59 +0100,1993-06-12 15:18:57 +0100,"89.17956796898653, -41.65060861535491","3.759791507700527, -86.36989512586638"
4,1998-03-28 04:15:29 +0000,1998-03-28 06:29:27 +0000,"52.69333738129998, 151.48071677034523","-23.471637426432864, 34.8856878201548"
5,1991-12-19 16:27:55 +0000,1991-12-19 18:29:08 +0000,"-62.832049636251, 51.199295359058056","2.7874309844309977, -160.71809593100173"
6,2009-06-25 20:07:09 +0100,2009-06-25 21:27:15 +0100,"23.41116316077425, -151.62400221179223","71.06839292439346, -90.4622200617873"
7,1975-09-07 01:50:54 +0100,1975-09-07 01:53:30 +0100,"-71.51671554118678, 11.298310006628043","52.73361386416926, -158.72555513613798"
8,2013-03-27 11:17:55 +0000,2013-03-27 13:22:34 +0000,"-31.599424180407993, -101.16597932801085","-18.734453897244634, -145.38676947734606"
9,1982-11-02 08:30:45 +0000,1982-11-02 10:05:55 +0000,"57.95424909697746, -97.56107737861684","59.50624653377878, -110.2450900885059"
10,2006-10-07 21:37:49 +0100,2006-10-07 21:38:43 +0100,"-35.5317782623022, 15.725357311796301","-20.101685301510216, 110.7175985291172"
11,2012-04-06 20:29:38 +0100,2012-04-06 21:55:19 +0100,"-14.86774626002152, 76.94537528737771","-43.80795298938612, 122.99749156360929"
12,1985-11-30 22:14:24 +0000,1985-11-30 23:45:46 +0000,"-78.2670997688893, -128.28553923627425","-31.856351799462423, -114.35268469382198"
13,2011-06-15 07:46:27 +0100,2011-06-15 08:45:56 +0100,"-67.0378778722672, 140.10344785076154","-31.01853514046767, -134.6822829292288"
14,2010-01-26 09:40:18 +0000,2010-01-26 10:12:49 +0000,"29.615334658309592, -12.777334281511315","-28.514456660596764, 107.75999893443839"
15,1985-09-07 06:09:23 +0100,1985-09-07 07:17:28 +0100,"55.546623657209295, 77.51356678198636","-47.1949689540529, 82.7222810288531"
16,1992-01-02 13:27:25 +0000,1992-01-02 14:44:28 +0000,"-66.8596115745962, 137.82263711842575","59.17686999535971, 74.08160818551383"
17,1971-07-28 11:20:05 +0100,1971-07-28 13:56:25 +0100,"58.03497687995875, 74.97076025432276","35.23429701295302, 90.22565295623582"
18,1991-03-27 00:13:11 +0000,1991-03-27 02:13:17 +0000,"51.30938263487309, 117.76724786790186","13.254236498079678, -78.70016816609903"
19,2000-05-13 07:45:16 +0100,2000-05-13 09:56:25 +0100,"-25.99778474895558, 54.450799952321944","-47.2954867415948, 92.20651448752079"
20,1984-10-11 23:08:26 +0100,1984-10-12 00:39:16 +0100,"-74.69345422289271, 58.322455872675874","42.95323177288438, -74.54892304751607"
21,2003-12-12 09:35:13 +0000,2003-12-12 09:52:47 +0000,"20.932908180901578, 140.1889659870904","-23.50672119706182, 96.64495794779128"
22,2002-11-18 06:20:54 +0000,2002-11-18 07:46:10 +0000,"63.61885767108066, 5.47346266153437","36.51051368848438, 102.02803048115197"
23,1970-07-21 13:08:10 +0100,1970-07-21 14:17:37 +0100,"82.34511171686887, 37.024474652461805","36.567400962012016, 75.88392529205115"
24,2003-08-07 11:48:25 +0100,2003-08-07 12:03:58 +0100,"3.9194162608663703, -165.37049955048778","-58.656237651184505, 131.22889256183322"
25,2001-10-11 03:31:04 +0100,2001-10-11 04:43:52 +0100,"-1.4348831512006512, -66.3637346726796","22.116538552075596, 34.875533768899004"
26,2001-03-09 20:46:39 +0000,2001-03-09 20:50:31 +0000,"87.31905498695232, -49.208474885633336","-58.453231099696644, -47.66851494377423"
27,1999-03-21 14:23:34 +0000,1999-03-21 15:38:43 +0000,"65.04247656804407, 154.4864360810912","-55.93792986467906, -38.98732877487802"
28,1990-03-15 17:16:26 +0000,1990-03-15 19:51:07 +0000,"-56.810069436871025, -157.72016261122326","-47.40854251916924, -78.33955423370004"
29,1989-04-28 16:21:24 +0100,1989-04-28 17:50:45 +0100,"25.628717109939075, 30.368211260440603","69.46237848040579, 165.0471433373325"
30,1987-02-21 14:27:48 +0000,1987-02-21 15:35:01 +0000,"61.339259687062906, 50.288450495857006","-40.27772251970806, -9.543227855811239"
31,2001-02-14 19:02:48 +0000,2001-02-14 20:52:23 +0000,"-22.550112310448426, 135.98804399603557","4.685770259546302, 91.49765278716734"
32,1971-07-13 12:16:41 +0100,1971-07-13 14:16:16 +0100,"15.275077723408657, 85.25714254759856","-84.84568385657003, -166.15945087911433"
33,1981-01-09 15:23:28 +0000,1981-01-09 16:47:28 +0000,"54.185797043358406, -169.82178198453826","-40.23026227949125, 141.2577620879348"
34,2007-01-05 19:33:51 +0000,2007-01-05 19:56:03 +0000,"42.24350536539228, 70.89626723218328","68.8711324825118, -118.41734298968929"
35,2003-09-25 02:29:55 +0100,2003-09-25 03:58:46 +0100,"27.10680254959928, -53.92544452261971","-63.19789027200005, 79.34722320210852"
36,2012-03-11 11:35:27 +0000,2012-03-11 13:00:41 +0000,"32.56732482992341, -6.752816359605504","85.94958787712613, -84.49512123586788"
37,1970-09-19 11:50:15 +0100,1970-09-19 13:19:12 +0100,"20.094957175717553, 35.07487582328409","33.963147096667186, -6.88286376200557"
38,2002-07-30 00:40:41 +0100,2002-07-30 02:00:33 +0100,"21.44441226488466, 107.47669441015421","15.625870597726959, 153.44397831277195"
39,1978-03-27 20:01:29 +0100,1978-03-27 21:56:08 +0100,"-72.23041789318701, -123.5297289547922","9.021329990065539, 74.00332899505779"
40,2002-12-07 01:03:40 +0000,2002-12-07 03:41:00 +0000,"-60.874554046289845, 109.25923369896447","42.01352578301879, -110.38453514591791"
41,2015-01-31 06:28:42 +0000,2015-01-31 08:01:55 +0000,"-76.11605592818451, -128.5087342881951","35.61197512279901, -107.85667706627312"
42,1987-01-01 16:44:28 +0000,1987-01-01 18:19:20 +0000,"40.755095533377556, 30.440857609238975","-56.26304870488953, -80.51124800782802"
43,1977-01-13 06:34:35 +0000,1977-01-13 08:19:33 +0000,"15.877407137632346, -156.8638900633007","48.2471003843543, 77.7044046989028"
44,1975-03-16 17:11:49 +0100,1975-03-16 18:16:11 +0100,"73.19153152963287, -81.16185825104688","30.487304186779753, 68.41095293580548"
45,2000-10-17 23:22:30 +0100,2000-10-17 23:40:26 +0100,"73.6077592904783, -135.90102097467008","58.51442782415464, 115.25609690190214"
46,1986-07-11 03:03:37 +0100,1986-07-11 04:41:46 +0100,"-48.31275724885376, 47.11707407791366","-21.688268851844626, 149.70126512356546"
47,1970-01-01 22:54:10 +0100,1970-01-02 01:13:48 +0100,"-87.67980200625597, 21.84795043556153","-67.63390479330597, -1.4817761019973261"
48,2001-10-15 12:28:12 +0100,2001-10-15 12:56:34 +0100,"10.452649097557071, 172.08371340808776","-67.20661943535262, 171.15850480356863"
49,2008-12-17 09:36:01 +0000,2008-12-17 11:08:40 +0000,"-16.806442245397648, 152.6865707694647","-39.458225235101715, 156.3864739776812"
50,2001-04-06 20:34:38 +0100,2001-04-06 21:30:50 +0100,"-7.048384405976236, 29.95305496459514","-71.78226151758474, 168.54195198540913"
